연,월,일,시,분,수신지역,내용
2020,11,10,19,25,중랑구,[중랑구청] 212~213번 확진자 역학조사 및 방역완료. 세부내용 홈페이지 및 블로그 bit.ly/2PQADRw 참조 바랍니다.
2020,11,10,20,3,송파구,"[송파구청]11.10.(화) 20시 현재 코로나19 확진자5명 추가발생, 역학조사 진행중, 관련내용은 홈페이지(songpa.go.kr)를 참고바랍니다."
2020,11,11,9,55,도봉구,"[도봉구청] 11. 11(수) 확진자 3명 발생(237~239번, 도봉구 확진자 접촉자). 역학조사결과 이동동선 및 조치사항 홈페이지 공개예정입니다."
2020,11,11,9,59,노원구,"[노원구청] 11.11(수) 확진자 1명(월계2동) 발생(344번). 동선 역학조사후 홈페이지, blog.naver.com/goodnowon 신속히 공개하겠습니다"
2020,11,11,10,1,강동구,"[강동구청]11.11.(수) 10시 기준 코로나19 확진자 1명 발생 및 212~213번 확진자 역학조사결과공개, 홈페이지(c19.gd.go.kr) 참고바랍니다."
2020,11,11,10,37,금천구,"[금천구청]102번째 확진자 발생, 11.7.부터 자가격리 중, 병상 이송 및 자택방역 예정, 금천구 카카오톡 채널 pf.kakao.com/_hUpLxb"
2020,11,11,13,20,강서구,"[강서구청] 강서구 확진자 5명 발생(염창,화곡3,우장산,가양2)안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi"
2020,11,11,14,26,마포구,[마포구청] 201~202번 확진자발생. 역학조사 진행 중이며 이동동선은 추후 홈페이지 및 블로그 참고바랍니다. blog.naver.com/prmapo77
2020,11,11,14,36,중구,"[중구청]11.11(수) 70,71번째 확진자발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. vo.la/quyIy 코로나19알림 vo.la/pN1pr"
2020,11,11,15,12,서대문구,"[서대문구청]코로나19. 167~168번째 확진자 발생. 역학조사 중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다 blog.naver.com/sdmstory"
2020,11,11,16,32,관악구,[관악구청] 코로나 확진자 1명 추가 발생 및 우리구 확진자 역학조사 결과 공개 자세한 내용은 블로그 참고바랍니다. blog.naver.com/gwanak_gu
2020,11,11,17,26,용산구,"[용산구청]코로나 161,162번째 발생. 역학조사중. 감염경로 등은 홈페이지 및 블로그를 참고 바랍니다. blog.naver.com/ysnblog"
2020,11,11,17,26,종로구,"[종로구청]타지역 406~408번 확진자 관내 이동동선 등 홈페이지, 블로그 공개. 방역수칙 준수바랍니다. blog.naver.com/jongno0401"
2020,11,11,18,0,서초구,"[서초구청]확진자 3명 추가발생. 10.28~11.10 양재탕(남부순환로 356길 15) 남탕 이용자 검사필수, 여탕 이용자 중 유증상자는 보건소에서 검사바랍니다"
2020,11,11,18,1,강남구,"[강남구청] 확진자 5명 발생(gangnam.go.kr). 자가격리자는 무증상이라 안심하지 말고, 격리 해제 직전 강남구보건소 재검사 바랍니다"
2020,11,11,18,1,송파구,"[송파구청]11.11.(수) 18시 현재 코로나19 확진자2명 추가발생, 역학조사 진행중, 관련내용은 홈페이지(songpa.go.kr)를 참고바랍니다."
2020,11,11,18,32,동대문구,"[동대문구청]203(답십리2동),204~205(답십리1동),206~207(용신동) 208(장안2동),209(전농2동)확진자발생, ddm4you.blog.me 참조"
2020,11,11,19,16,성동구,"[성동구청] 11.11(수) 확진자 2명 발생(165번,마장동,70대/166번,행당2동,30대) 상세내용 / 코로나19 관련 문자신청 c19.sd.go.kr"
2020,11,12,10,0,강동구,[강동구청]11.12.(목) 10시 기준 코로나19 확진자 2명 발생. 세부 내용은 홈페이지(c19.gd.go.kr)를 참고해 주시기 바랍니다.
2020,11,12,10,0,노원구,"[노원구청] 11.12(목) 확진자 3명(월계2동) 발생(345~347번). 동선 역학조사후 홈페이지, blog.naver.com/goodnowon 공개하겠습니다"
2020,11,12,10,4,도봉구,"[도봉구청] 11.12(목) 확진자 4명 발생(240~243번, 도봉구확진자접촉자1,타구확진자접촉자2,감염경로불명1). 역학조사 조치결과 홈페이지 공개예정입니다."
2020,11,12,10,8,중랑구,[중랑구청] 11.12.(목) 214번 확진자(면목7동) 발생. 역학조사 진행 중. 완료 즉시 홈페이지 공개 예정입니다.
2020,11,12,10,18,동작구,"[동작구청]278번째 확진자(완치자 256명)발생, 상세내용 홈페이지 및 블로그 등 확인해 주시기 바랍니다. blog.naver.com/dongjaksaran"
2020,11,12,10,33,영등포구,[영등포구청] 코로나 확진자 1명 발생. 상세내용은 구청홈페이지 확인바랍니다. ☞ url.kr/ydpsafe
2020,11,12,11,26,강서구,"[강서구청] 강서구 확진자 5명 발생(발산1,가양2,등촌3,화곡1)안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi"
2020,11,12,11,26,금천구,"[금천구청]103~104번째 확진자 발생, 11.7.부터 자가격리 중, 병상 이송 및 자택방역 예정, 금천구 카카오톡 채널 pf.kakao.com/_hUpLxb"
2020,11,12,11,35,강서구,"[강서구청] 10.29.~11.9. 삿갓봉불가마사우나 (등촌동 63-12, 지하1층)를 이용하신분은 코로나19 증상 관계없이 강서구보건소에서 검사바랍니다."
2020,11,12,13,44,서초구,"[서초구청]273번째 확진자 발생. 10.28~11.10 양재탕(남부순환로 356길 15) 남탕 이용자 검사필수, 여탕 이용자중 유증상자는 보건소에서 검사바랍니다"
2020,11,12,13,55,양천구,[양천구청] 양천구 확진자 1명 발생(신월4동 거주) 안내. 양천구청 블로그 참조. blog.naver.com/yangcheon2016/222142294598
2020,11,12,14,19,중구,"[중구청]11.11(수) 72,73번째 확진자발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. vo.la/quyIy 코로나19알림 vo.la/pN1pr"
2020,11,12,15,9,마포구,[마포구청] 203~205번 확진자발생. 역학조사 진행 중이며 이동동선은 추후 홈페이지 및 블로그 참고바랍니다. blog.naver.com/prmapo77
2020,11,12,15,11,서대문구,"[서대문구청]코로나19. 169번째 확진자 발생. 역학조사중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다. blog.naver.com/sdmstory"
2020,11,12,15,57,강서구,[강서구청] 강서구 확진자 2명 발생(우장산동)안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi
2020,11,12,16,30,송파구,[송파구청]11.4~11.9.다모아미용실(백제고분로40길16)을 방문하신분 중 코로나증상이 있으신 분은 송파구보건소로 연락바라며 세부내용은 홈페이지 참고바랍니다.
2020,11,12,17,1,강북구,"[강북구청]10.19.~11.12,오동근린공원 실내 배드민턴장(덕릉로42길 49,소독완료)방문자는 강북보건소 검사바람, 검사시간:09~18, 문의901-7704"
2020,11,12,17,19,관악구,[관악구청] 코로나 확진자 2명 추가 발생 및 우리구 확진자 역학조사 결과 공개 자세한 내용은 블로그 참고바랍니다. blog.naver.com/gwanak_gu
2020,11,12,17,45,구로구,"[구로구청] 코로나19 확진자 1명 발생(211번), 역학조사후 동선공개, 구청블로그(홈페이지) 참고바랍니다. blog.naver.com/digital9ro"
2020,11,12,17,50,용산구,"[용산구청]코로나 163,164,165번째 발생. 역학조사중. 감염경로 등은 홈페이지 및 블로그를 참고 바랍니다. blog.naver.com/ysnblog"
2020,11,12,17,53,강남구,[강남구청] 확진자 3명 발생(gangnam.go.kr). 내일부터 공공장소에서 마스크 미착용 시 과태료가 부과됩니다. 실내외에서 항상 마스크 착용 바랍니다
2020,11,12,17,55,성북구,[성북구청] 370~373번 확진자 발생. 거주지 등 방역 완료. 코로나19 관련 안내 홈페이지 참고바랍니다.
2020,11,12,18,2,은평구,"[은평구청]은평 289, 290번 확진자 발생. 격리시설 이송 및 방역소독 완료. 상세 내용 확인 바랍니다. bitly.kr/vR0YZsVI5V"
2020,11,12,18,10,서초구,"[서초구청]274~276번째 확진자 발생. 상세내용 홈페이지(seocho.go.kr) 확인. 밀집·밀폐시설 방문자제, 마스크 착용 등 방역수칙 반드시 준수바랍니다"
2020,11,12,18,21,성동구,"[성동구청] 11.12(목) 확진자 2명 발생 / 자가격리 중 확진판정(167번,응봉동,70대/168번,금호2·3가동,70대) 상세내용 c19.sd.go.kr"
2020,11,12,18,30,송파구,"[송파구청]11.12.(목) 18시30분 현재 코로나19 확진자6명 추가발생,  역학조사 진행중, 관련내용은 홈페이지(songpa.go.kr)를 참고바랍니다."""
2020,11,12,18,35,동대문구,"[동대문구청]210번~220번 확진자 발생, 자세한 사항은 ddm4you.blog.me 참조하시기 바라며, 모임자제와 철저한 마스크 착용을 간곡히 당부드립니다"
2020,11,12,18,36,동대문구,"[동대문구청]최근 우리구 코로나 확진자가 급증하고 있습니다. 발열, 기침증상자는 외출을 자제하시고, 마스크착용,소모임,타 지역방문 자제 등 방역수칙을 준수바랍니다"
2020,11,12,19,28,중랑구,[중랑구청] 214번 확진자 역학조사 및 방역완료. 세부내용 홈페이지 및 블로그 bit.ly/2PQADRw 참조 바랍니다.
2020,11,12,19,32,광진구,[광진구청] 149번 확진자(타 지역 확진자 접촉 추정) 발생 알림. 상세내용 gwangjin.go.kr 확인 바랍니다. 11.13부터 마스크 미착용 과태료 부과
2020,11,13,9,32,동작구,"[동작구청]279번째 확진자(완치자 260명)발생, 상세내용 홈페이지 및 블로그 등 확인해 주시기 바랍니다. blog.naver.com/dongjaksaran"
2020,11,13,10,0,노원구,"[노원구청] 11.13(금) 확진자 6명(월계3동 4명, 상계3·4, 상계10동) 발생(348~353번). 동선 역학조사 후 구 홈페이지, 블로그에 공개하겠습니다"
2020,11,13,10,9,중랑구,"[중랑구청] 11.13.(금) 215~218번 확진자(면목7동,상봉2동,중화1동,망우3동) 발생. 역학조사 진행 중. 완료 즉시 홈페이지 공개 예정입니다."
2020,11,13,10,30,서초구,"[서초구청] 277, 278번째 확진자 발생. 상세내용 홈페이지(seocho.go.kr)확인. 마스크 착용, 손씻기 등 방역수칙 반드시 준수바랍니다."
2020,11,13,10,30,영등포구,[영등포구청] 코로나 확진자 1명 발생. 상세내용은 구청홈페이지 확인바랍니다. ☞ url.kr/ydpsafe
2020,11,13,11,31,성북구,[성북구청] 374~375번 확진자 발생. 거주지 등 방역 완료. 코로나19 관련 안내 홈페이지 참고바랍니다.
2020,11,13,11,54,중랑구,"[중랑구청]10.31~11.4, 11.6~11.11. 272번 버스를 이용하신분 중 유증상자는 금일 16시까지 중랑구 선별진료소에서 코로나검사를 받으시기 바랍니다"
2020,11,13,13,6,중구,[중구청]11.12.(목) 74번째 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. vo.la/quyIy 코로나19알림 vo.la/pN1pr
2020,11,13,13,8,강서구,"[강서구청] 강서구 확진자 8명발생(발산1,등촌3,화곡6,가양1,2,3)안내.상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi"
2020,11,13,13,18,강북구,"[강북구청]163번(인수동, 타구확진자 접촉)~164번(수유2동, 해외입국자)확진자 발생, 홈페이지(gangbuk.go.kr)추후공개, 마스크 착용 준수바랍니다."
2020,11,13,14,4,송파구,"[송파구청]11.4.~11.9. 다모아미용실(백제고분로40길16, 석촌동)을 방문하신분 중 유증상자는 송파구보건소로 연락바라며 세부내용은 홈페이지 참고바랍니다."
2020,11,13,14,32,동작구,"[동작구청]280~282번째 확진자(완치자 260명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran"
2020,11,13,16,9,강북구,"[강북구청]11.05.13:50~16:00, 이상배피부과(도봉로 328)방문자중 코로나 유증상자는 강북보건소 검사(09~18시) 바랍니다. 문의:901-7704"
2020,11,13,16,18,서대문구,"[서대문구청]코로나19. 170~171번째 확진자 발생. 역학조사 중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다 blog.naver.com/sdmstory"
2020,11,13,16,35,용산구,"[용산구청]코로나 166,167,168번째 발생. 역학조사중. 감염경로 등은 홈페이지 및 블로그를 참고 바랍니다. blog.naver.com/ysnblog"
2020,11,13,16,38,송파구,"[송파구청]11.6.~11.8. 로지텍G PC카페(석촌호수로64 지하1층,잠실본동)를 방문자 중 유증상자는 송파구보건소로 연락바라며 세부내용 홈페이지 참고바랍니다"
2020,11,13,16,49,관악구,[관악구청] 코로나 확진자 1명 추가 발생 자세한 내용은 블로그 참고바랍니다. blog.naver.com/gwanak_gu
2020,11,13,18,1,강남구,[강남구청] 확진자 1명 발생(gangnam.go.kr). 오늘부터 공공장소에서 마스크 의무화 조치가 시행됩니다. 주말에도 마스크 착용 등 방역수칙 준수 바랍니다
2020,11,13,18,1,서초구,"[서초구청] 279번째 확진자 발생. 상세내용 홈페이지(seocho.go.kr)확인. 주말 모임 자제, 올바른 마스크 착용, 손씻기 등 방역수칙 준수 바랍니다."
2020,11,13,18,6,은평구,[은평구청]은평 291~295번 확진자 발생. 격리시설 이송 및 방역소독 완료. 상세 내용 확인 바랍니다. bitly.kr/vR0YZsVI5V
2020,11,13,18,15,구로구,"[구로구청]코로나19 확진자 1명 발생(212번, 오류2동), 관내 동선없음, 구청 블로그(홈페이지) 참고 바랍니다 blog.naver.com/digital9ro"
2020,11,13,18,56,중랑구,[중랑구청] 215~218번 확진자 역학조사 및 방역완료. 세부내용 홈페이지 및 블로그 bit.ly/2PQADRw 참조 바랍니다.
2020,11,13,19,3,송파구,"[송파구청]11.13.(금) 19시 현재 코로나19 확진자 2명 추가발생, 역학조사 진행중, 관련내용은 홈페이지(songpa.go.kr)를 참고바랍니다."
2020,11,13,19,52,광진구,"[광진구청]150번발생·149번역학조사결과, 타지역(의정부)확진자동선 알림. 송화산시도삭면(아차산로30길33)동시간이용자 유증상시 검사 gwangjin.go.kr"
2020,11,13,20,3,동대문구,"[동대문구청]221번~229번 확진자 발생, ddm4you.blog.me 참조하시고, 금일부터 공공장소에서 마스크 미착용시 과태료가 부과되니 주의하시기 바랍니다."
2020,11,13,20,46,동대문구,"[동대문구청]230번~237번 확진자 발생, ddm4you.blog.me 참조하시고, 개인방역이 중요한 시기이니 모임자제, 수시로 손씻기 등 방역수칙을 지켜주세요"
2020,11,13,20,48,동대문구,[동대문구청] 최근3일간 우리구 확진자가 무려 35명으로 폭증하고 있습니다. 구민여러분께서는 마스크 착용과 방역수칙 등 철저한 예방 수칙 준수를 당부드립니다.
2020,11,14,9,58,노원구,"[노원구청] 11.14(토) 확진자 5명(월계2, 월계3, 중계본동, 상계3·4동 2명) 발생(353~357번). 동선 역학조사후 홈페이지, 블로그 공개하겠습니다"
2020,11,14,9,59,도봉구,"[도봉구청] 11. 14(토) 확진자 1명 발생(244번, 감염경로 불명). 역학조사결과 이동동선 및 조치사항 홈페이지 공개예정입니다."
2020,11,14,10,39,중랑구,[중랑구청] 11.14.(토) 219번 확진자(묵1동) 발생. 역학조사 진행 중. 완료 즉시 홈페이지 공개 예정입니다.
2020,11,14,11,24,강동구,[강동구청]11.14.(토) 10시 기준 코로나19 확진자 1명 발생. 세부 내용은 홈페이지(c19.gd.go.kr)를 참고해주시기 바랍니다.
2020,11,14,11,30,동작구,"[동작구청]283,284번째 확진자(완치자 261명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran"
2020,11,14,12,2,서초구,"[서초구청]280,281,282번째 확진자 발생. 상세내용 홈페이지(seocho.go.kr)확인. 올바른 마스크 착용 등 방역수칙 준수하시기 바랍니다."
2020,11,14,12,18,중구,[중구청]11.13.(금)75~78번째 확진자 발생.자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. vo.la/quyIy 코로나19알림 vo.la/pN1pr
2020,11,14,12,19,중구,[중구청]11.14.(토)79~81번째 확진자 발생.자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. vo.la/quyIy 코로나19알림 vo.la/pN1pr
2020,11,14,13,17,양천구,[양천구청] 양천구 확진자 1명 발생(신정7동 거주) 안내. 양천구청 블로그 참조. blog.naver.com/yangcheon2016/222143999939
2020,11,14,13,21,성북구,[성북구청] 376~379번 확진자 발생. 거주지 등 방역 완료. 코로나19 관련 안내 홈페이지 참고바랍니다.
2020,11,14,14,22,관악구,[관악구청] 코로나 확진자 1명 추가 발생 및 우리구 확진자 역학조사 결과 공개 자세한 내용은 블로그 참고바랍니다. blog.naver.com/gwanak_gu
2020,11,14,14,33,강서구,"[강서구청] 강서구 확진자 6명 발생(발산1,화곡1,6,가양1)안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi"
2020,11,14,14,33,도봉구,[도봉구청] 11.8(일) 12~15시까지 도봉2동 소재 성우사우나 여탕을 이용하신 분은 도봉보건소를 방문하여 코로나19 검사를 받으시기 바랍니다.
2020,11,14,14,59,마포구,"[마포구청] 206~208번 확진자 발생. 역학조사 진행 중이며, 이동동선은 추후 홈페이지 및 블로그 참고바랍니다. blog.naver.com/prmapo77"
2020,11,14,15,51,용산구,[용산구청]코로나 169번째 발생. 역학조사중. 감염경로 등은 홈페이지 및 블로그를 참고 바랍니다. blog.naver.com/ysnblog
2020,11,14,15,55,성동구,"[성동구청] 11.14(토) 169번 확진자 발생(마장동,10대) / 자가격리 중 해제 전 검사에서 확진판정 상세내용 c19.sd.go.kr"
2020,11,14,16,11,종로구,"[종로구청]관내 99~100번 확진자 발생 알림. 역학조사 진행 중이며, 추후 홈페이지 및 블로그 공개 예정입니다. blog.naver.com/jongno0401"
2020,11,14,16,12,서대문구,"[서대문구청]코로나19. 172~173번째 확진자 발생. 역학조사 중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다 blog.naver.com/sdmstory"
2020,11,14,16,19,동대문구,"[동대문구청]238번(답십리1동,남),239번(전농1동,여), 240번(용신동,여) 확진자발생, 자세한 사항은 ddm4you.blog.me 참조하시기 바랍니다."
2020,11,14,16,25,동대문구,[중대본]10.31~11.13까지 동대문구 루시헤어(답십리로30길 18)를 방문하신 분께서는 가까운 보건소 선별진료소에서 검사받으시기 바랍니다.
2020,11,14,17,50,영등포구,[영등포구청] 코로나 확진자 1명 발생. 상세내용은 구청홈페이지 확인바랍니다. ☞ url.kr/ydpsafe
2020,11,14,18,4,강남구,"[강남구청] 확진자 3명 발생(gangnam.go.kr). 주말 다중이용시설에서 마스크 착용, 손 씻기 등 방역수칙 준수 바랍니다"
2020,11,14,18,14,서대문구,"[서대문구청]코로나19. 174~176번째 확진자 발생. 역학조사 중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다 blog.naver.com/sdmstory"
2020,11,14,18,18,광진구,[광진구청] 150번 확진자 역학조사 결과 자가격리 중 확진으로 관내 이동 동선 없음. 상세내용 gwangjin.go.kr 확인 바랍니다.
2020,11,14,18,43,구로구,"[구로구청] 코로나19 확진자4명 발생(213~216번), 역학조사후 동선공개, 구청블로그(홈페이지) 참고바랍니다. blog.naver.com/digital9ro"
2020,11,14,19,0,은평구,"[은평구청]은평 296, 297번(역학조사 진행중) 확진자 발생. 격리시설 이송 및 방역소독 완료. 상세 내용 확인 바랍니다. bitly.kr/vR0YZsVI5V"
2020,11,14,19,6,송파구,"[송파구청]11.11. 진주사우나(석촌호수로12길 8, 잠실본동)를 방문하신 분 중 유증상자는 송파구보건소로 연락바라며 세부내용은 홈페이지를 참고바랍니다."
2020,11,14,19,10,강동구,"[강동구청]11.14.(토) 18시 기준 코로나19 확진자 1명 발생 및 217번 확진자 역학조사 진행상황 안내, 홈페이지(c19.gd.go.kr) 참고바랍니다"
2020,11,14,20,26,중랑구,[중랑구청] 219번 확진자 역학조사 및 방역완료. 세부내용 홈페이지 및 블로그 bit.ly/2PQADRw 참조 바랍니다.
2020,11,14,20,55,송파구,"[송파구청]11.14.(토) 21시 현재 코로나19 확진자 11명 추가발생, 역학조사 진행중, 관련내용은 홈페이지(songpa.go.kr)를 참고바랍니다."
2020,11,15,9,39,도봉구,"[도봉구청] 11. 15(일) 확진자 4명 발생(245~248번, 도봉구 확진자접촉자 3, 경로불명 1).역학조사결과 이동동선 및 조치사항 홈페이지 공개예정입니다"
2020,11,15,10,1,노원구,"[노원구청] 11.15(일)확진자11명(월1 월2 월3 공1 상1 각1명,중본2명,공2동4명)발생(358~368번). 동선역학조사후 홈페이지,블로그 공개하겠습니다"
2020,11,15,10,4,동작구,"[동작구청]285번째 확진자(완치자 261명)발생, 상세내용 홈페이지 및 블로그 등 확인해 주시기 바랍니다. blog.naver.com/dongjaksaran"
2020,11,15,10,12,중랑구,"[중랑구청] 11.15.(일) 220~221번 확진자(면목3.8동, 면목7동) 발생. 역학조사 진행 중. 완료 즉시 홈페이지 공개 예정입니다."
2020,11,15,10,17,강북구,"[강북구청]165번(인수동, 타구확진자 접촉)~166번(번3동, 타구확진자 접촉)확진자 발생, 홈페이지(gangbuk.go.kr)추후공개, 마스크 착용 바랍니다."
2020,11,15,11,37,동작구,"[동작구청]286번째 확진자(완치자 261명)발생, 상세내용 홈페이지 및 블로그 등 확인해 주시기 바랍니다. blog.naver.com/dongjaksaran"
2020,11,15,11,54,서초구,[서초구청] 283번째 확진자 발생. 상세내용 홈페이지(seocho.go.kr) 확인. 나와 가족의 건강을 위해 마스크 착용 등 방역수칙 꼭 지켜주시기 바랍니다.
2020,11,15,12,7,서대문구,"[서대문구청] 코로나19. 177번째 확진자 발생. 역학조사 중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다. blog.naver.com/sdmstory"
2020,11,15,12,18,강동구,[강동구청]11.15.(일) 10시 기준 코로나19 확진자 3명 발생. 세부 내용은 홈페이지(c19.gd.go.kr)를 참고해주시기 바랍니다.
2020,11,15,14,13,양천구,[양천구청] 양천구 확진자 5명 발생(205~209번째) 안내. 양천구청 블로그 참조. blog.naver.com/yangcheon2016/222144760975
2020,11,15,14,29,강서구,"[강서구청]강서구 확진자11명 발생(염창,화곡1,화곡8,발산1,가양2,공항). 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi"
2020,11,15,14,32,강서구,"[강서구청] 11.10.~11.13. 옛날칼국수(강서구 화곡8동 340-44, 1층) 방문자는 코로나19 증상과 관계없이 강서구보건소에서 검사바랍니다."
2020,11,15,14,54,동대문구,"[동대문구청] 241번(용신동,남), 242번(용신동,여), 243번(용신동,남) 확진자 발생, 자세한 사항은 ddm4you.blog.me 참조하시기 바랍니다."
2020,11,15,14,56,동작구,"[동작구청]287번째 확진자(완치자 261명)발생, 상세내용 홈페이지 및 블로그 등 확인해 주시기 바랍니다. blog.naver.com/dongjaksaran"
2020,11,15,15,3,관악구,[관악구청] 코로나 확진자 1명 추가 발생 자세한 내용은 블로그 참고바랍니다. blog.naver.com/gwanak_gu
2020,11,15,15,31,도봉구,[도봉구청] 11. 9(월)16시~22시까지 도봉2동 소재 성우사우나 여탕을 이용하신 분은 도봉보건소를 방문하여 코로나19 검사를 받으시기 바랍니다.
2020,11,15,16,16,은평구,[은평구청]은평 298~300번 확진자 발생. 격리시설 이송 및 방역소독 완료. 상세 내용 확인 바랍니다. bitly.kr/vR0YZsVI5V
2020,11,15,17,3,서초구,"[서초구청]284,285,286번째 확진자 발생. 상세내용 홈페이지(seocho.go.kr) 확인. 올바른 마스크 착용 등 방역수칙 꼭 지켜주시기 바랍니다."
2020,11,15,18,19,강남구,"[강남구청] 확진자 3명 발생(gangnam.go.kr). 마스크 착용, 거리두기 등 기본 방역수칙 준수가 나와 가족의 건강안전을 지킵니다"
2020,11,15,18,20,구로구,"[구로구청] 코로나19 확진자 3명발생(217~219번), 역학조사 후 동선공개, 구청블로그(홈페이지)참고바랍니다. blog.naver.com/digital9ro"
2020,11,15,20,21,성동구,"[성동구청] 11.15(일) 확진자 3명 발생(170번,송정동,30대/ 171번,응봉동,20대/ 172번,마장동,50대) 상세내용 c19.sd.go.kr"
2020,11,15,21,28,중랑구,[중랑구청] 220~221번 확진자 역학조사 및 방역완료. 세부내용 홈페이지 및 블로그 bit.ly/2PQADRw 참조 바랍니다.
2020,11,15,21,32,송파구,"[송파구청]11.15.(일) 21시30분 현재 코로나19 확진자 13명 추가발생, 역학조사 진행중, 관련내용은 홈페이지(songpa.go.kr)를 참고바랍니다."
2020,11,16,9,59,금천구,"[금천구청]105번째 확진자 발생, 역학조사 중, 격리 병상 이송 및 자택 방역 예정, 금천구 카카오톡 채널 확인 pf.kakao.com/_hUpLxb"
2020,11,16,9,59,노원구,"[노원구청] 11.16(월) 확진자 5명(월계3동, 공릉2동 2명, 중계2·3동 2명) 발생(369~373번). 동선 역학조사후 홈페이지, 블로그에 공개하겠습니다"
2020,11,16,10,1,동작구,"[동작구청]288,289번째 확진자(완치자261명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기 바랍니다. blog.naver.com/dongjaksaran"
2020,11,16,10,7,도봉구,"[도봉구청] 11.16(월) 확진자 7명 발생(249~255번, 도봉구확진자접촉자6, 감염경로불명1). 역학조사결과 이동동선 및 조치사항 홈페이지 공개예정입니다."
2020,11,16,10,21,중랑구,"[중랑구청]11.16.(월) 222~225번 확진자(면목3·8동 1명, 면목7동 2명, 망우본동 1명)발생. 역학조사 진행 중. 완료즉시 홈페이지 공개 예정입니다"
2020,11,16,10,35,광진구,[광진구청] 151번 확진자발생 및 타지역 확진자(성동구) 관내동선 알림. 지프로PC방 지하1층 동시간대 이용 유증상자 검사바람. gwangjin.go.kr 확인
2020,11,16,12,7,강서구,"[강서구청] 확진자 7명 발생(화곡본,화곡2,화곡6,화곡8,발산1,가양1). 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi"
2020,11,16,13,8,서초구,"[서초구청] 287, 288번째 확진자 발생. 상세내용 홈페이지(seocho.go.kr) 확인. 거리두기, 올바른 마스크 착용 등 방역수칙 준수 부탁드립니다."
2020,11,16,13,57,영등포구,[영등포구청] 코로나 확진자 2명 발생. 상세내용은 구청홈페이지 확인바랍니다. ☞ url.kr/ydpsafe
2020,11,16,14,32,강북구,"[강북구청]167번(번2동, 타구확진자 접촉)확진자 발생, 홈페이지(gangbuk.go.kr)추후공개, 마스크 착용 바랍니다."
2020,11,16,15,19,마포구,[마포구청] 209~212번 확진자발생. 역학조사 진행 중이며 이동동선은 추후 홈페이지 및 블로그 참고바랍니다. blog.naver.com/prmapo77
2020,11,16,15,36,중구,[중구청]11.16.(월) 82번째 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. vo.la/quyIy 코로나19알림 vo.la/pN1pr
2020,11,16,15,39,관악구,[관악구청] 코로나 확진자 1명 추가 발생 자세한 내용은 블로그 참고바랍니다. blog.naver.com/gwanak_gu
2020,11,16,15,45,양천구,[양천구청] 양천구 확진자 2명 발생(신월2동 거주) 안내. 양천구청 블로그 참조. blog.naver.com/yangcheon2016/222145705702
2020,11,16,16,3,성북구,[성북구청] 380~392번 확진자 발생. 거주지 등 방역 완료. 코로나19 관련 안내 홈페이지 참고바랍니다.
2020,11,16,16,27,성동구,[성동구청] 11/4~11/15 기간 중 꽃보다족발(성동구 왕십리로24길16)방문자는 가까운보건소에서 코로나19 검사를 받으시기 바랍니다(02-2286-7172)
2020,11,16,16,29,강서구,[강서구청] 강서구 확진자 1명 발생(화곡8동)안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi
2020,11,16,16,49,중구,[중구청] 11.14.(토) 타구확진자 중구 이동경로 안내 vo.la/Je7MS 해당시간대 방문자 중 유증상자 보건소 문의. 코로나19 알림 vo.la/pN1pr
2020,11,16,17,19,종로구,"[종로구청]관내 101번 확진자 발생 알림. 역학조사 진행 중이며, 추후 홈페이지 및 블로그 공개 예정입니다. blog.naver.com/jongno0401"
2020,11,16,17,27,서대문구,"[서대문구청]코로나19. 178~182번째 확진자 발생. 역학조사 중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다 blog.naver.com/sdmstory"
2020,11,16,17,29,도봉구,[도봉구청] 11. 5(목) ~11. 13(금)기간중 도봉1동 소재 청련사를 방문하신분께서는 도봉보건소를 방문하여 반드시 코로나19 검사를 받으시기 바랍니다.
